,review_count,business_id,categories,Unnamed: 0,super_rating,name,latitude,longitude,address,postal_code,positive_aspect,negative_aspect
9208,11,XfvJ2iEq0XmciWIJvelZZA,"Sandwiches, Restaurants, Breakfast & Brunch, Coffee & Tea, Food",1357,2.4005181818181818,Cafe 29,36.0896708799,-86.8761394545,1200 Forrest Park Dr,37205.0,"['interior design', 'environment', 'ingredients', 'spot', 'coffee']","['hot sandwich', 'banana strawberry smoothie', 'food preparation', 'quality food', 'service']"
9219,10,LFw9ptRD4_R8RXcZhZYmRA,"Food Trucks, Food, Restaurants, Mexican",892,3.3710700000000005,Taqueria Mexico Tennessee,36.069364,-86.7196702,4650 Nolensville Rd,37211.0,"['servicio de las meseras', 'tortas', 'meats', 'carne', 'food']","['food', 'tacos', 'salsa', 'service', 'servers']"
9229,38,6USj3cqHAf2HkjBNomafRA,"Asian Fusion, Restaurants, Specialty Food, Food",303,4.713117948717949,Bowl & Roll,36.169304,-86.788028,900 Rosa L Parks Blvd,37208.0,"['price', 'food', 'korean food', 'kimbap', 'staff']","['food joint', 'lady', 'desk', 'salad', 'rice']"
9268,32,HKbRmIZDRqeC6obLG0k_DQ,"Breakfast & Brunch, Mexican, Restaurants, American (New), Tacos, Fast Food, Burgers",746,1.78813125,Jack in the Box,36.1496176,-86.8584106,5615 Charlotte Pike,37209.0,"['staff', 'menu', 'shakes', 'food burger', 'hot fries']","['tomatoes', 'jack - in -', 'tacos', 'person', 'employees']"
9300,19,ctu_fZxCRoQKRj4kUtOitg,"Restaurants, Chinese",1609,3.603421052631579,China Moon,36.0843377,-86.647476,2373 Murfreesboro Pike,37217.0,"['staff', 'food', 'chinese', 'place', 'fried rice']","['waiting', 'spot', 'quality of', 'front customer service', 'chicken']"
9319,107,BWPokhrYnWdfxdaUaM6l9Q,"Venues & Event Spaces, Musicians, Restaurants, Arts & Entertainment, Local Services, Nightlife, Performing Arts, Event Planning & Services, Party & Event Planning, Community Service/Non-Profit, Music Venues",505,5.529419642857143,Nashville Symphony,36.1599355658,-86.7759658783,1 Symphony Pl,37201.0,"['venue', 'music', 'staff', 'building', 'hall']","['bar', 'art deco design', 'valet', 'air', 'music hall']"
9431,267,DvkSkF83xDONjkNIoEPRnQ,"Restaurants, Street Vendors, Wine Bars, Food, Event Planning & Services, Bars, Mediterranean, Greek, Nightlife, Caterers",606,4.870916058394161,Greko Greek Street Food,36.1744211,-86.7602763,704 Main St,37206.0,"['food', 'staff', 'service', 'greek food', 'atmosphere']","['management', 'vegetarian wrap', 'oz wine', 'meat', 'drinks']"
9705,75,QUxFneps0qX5S8XpEUnazg,"Restaurants, Dive Bars, Sports Bars, Bars, Nightlife, American (Traditional), Sandwiches",1076,4.465510389610389,Piranha's Bar & Grill,36.162251,-86.77571,113 2nd Ave N,37201.0,"['staff', 'food', 'burger', 'atmosphere', 'place']","['lunch', 'smoke', 'tap beer', 'bar', 'waitress']"
9782,721,VRGYwKE_Z77frm5NwLvJhw,"Bars, Restaurants, Sports Bars, Burgers, Pubs, Nightlife, Armenian, American (Traditional)",1274,5.035135213204952,Burger Republic,36.1524355,-86.7835814,420 11th Ave S,37203.0,"['service', 'burger', 'burgers', 'food', 'atmosphere']","['hot tots', 'management', 'waiter', 'wait', 'parking']"
10509,10,-951Q5if-JmCQbO40meVPw,"Pizza, Restaurants",4,3.60286,Sam's Pizza House,36.2077886,-86.7840899,"403 W Trinity Ln, Ste 102",37207.0,"['pizza', 'chicken wings', 'beef', 'salad', 'bread']","['supreme pizza', 'mixed grill with chicken', 'driver', 'tip', 'receipt']"
10519,17,1IIht_H_qWSTG-kMSvKS6A,"Brewpubs, Pizza, Bars, Restaurants, Food, Breweries, Nightlife, Beer Bar, American (Traditional)",87,4.600952941176471,Rock'n Dough Pizza & Brewery,36.1606228,-86.8493654,1105 51st Ave N,37209.0,"['pizza', 'service', 'beer', 'served', 'pizza crust']","['wings', 'servers', 'bar', 'food', 'interior vibe']"
10536,54,aEEC4D-RylmiUyephE5t_g,"Food, Bakeries, Restaurants, Bagels, Sandwiches, Coffee & Tea",1513,4.936785454545454,"Coffee, Lunch.",36.1549013,-86.7818914,300A 10th Ave S,37203.0,"['coffee', 'staff', 'sandwiches', 'food', 'service']","['ham and', 'girl working', 'sandwich bread', 'size', 'price']"
10591,141,gqMRM12j5mder76t3bPxJw,"Chicken Wings, Seafood, Restaurants, Thai",1766,5.0363945578231295,Siam Cafe,36.0999091,-86.7389853,316 Mccall St,37211.0,"['food', 'service', 'thai food', 'thai', 'staff']","['lady waiting', 'thai curry', 'parking', 'duck', 'flavor']"
10738,73,9OtFX3YzG5keaUMOWU1imA,"American (Traditional), Bars, American (New), Restaurants, Sports Bars, Nightlife",432,4.91427027027027,Champions,36.1462072,-86.6930527,600 Marriott Drive,37214.0,"['food', 'service', 'staff', 'price', 'place']","['garlic spinach', 'tables', 'seating', 'hotel food', 'decor']"
10812,103,wO0NI7NkDdbT46h-TI2BtA,"Food, Nightlife, Breweries, Restaurants, Pizza, Pubs, Bars",2371,5.186393396226415,Tailgate Brewery - East Nashville,36.1862404613,-86.7470884886,811 Gallatin Ave,37206.0,"['beer', 'pizza', 'staff', 'food', 'service']","['drinks', 'sour', 'qty', 'frozen margarita', 'pretzel']"
10918,18,_Qq76wygutgcUER6QN1Ffw,"Burgers, Fast Food, Restaurants, Sandwiches, Hot Dogs",1469,4.7888166666666665,Hugh-Baby's,36.178233,-86.75215783,975 Main St,37206.0,"['burger', 'fries', 'place', 'service', 'food']","['double', 'window', 'served', 'bun', 'cup of']"
10936,153,lwdkX7KcibM4mDqpDfK7JA,"Caterers, Specialty Food, Mediterranean, Moroccan, Restaurants, Event Planning & Services, Greek, Food",1949,4.066199371069183,Kalamatas - Green Hills,36.108847,-86.8114334,3764 Hillsboro Pike,37215.0,"['food', 'service', 'hummus', 'staff', 'baklava']","['parking', 'chicken', 'seasoning', 'management', 'location']"
11095,20,8F6OsZYrl3LbR17teMJWJQ,"Fast Food, Burgers, Hot Dogs, Food, Ice Cream & Frozen Yogurt, Restaurants",377,3.5018761904761906,Sonic Drive-In,36.1455565,-86.872195,6308 Charlotte Pike,37209.0,"['service', 'mozzarella cheese sticks', 'sonic', 'chocolate shake', 'peanut butter shake']","['staff', 'java', 'drink', 'drive', 'parking lot']"
11116,152,IkLp51a_x_0CPlg0qMEqNg,"Italian, Restaurants",800,5.397736363636364,PennePazze,36.1527701,-86.8328937,3826 Charlotte Ave,37209.0,"['food', 'pasta', 'pizza', 'place', 'service']","['location', 'line', 'wait staff', 'ragu', 'funghi']"
11270,6,jrTMMx95kfFN5fHziUNtpQ,"Mexican, Restaurants",1885,5.282900000000001,Taqueria El Jaliciense,36.1441748,-86.8722526,6345 Charlotte Pike,37209.0,[],[]
11276,8,Bu5sh0AVuv5qTpH7pm7wuA,"American (Traditional), Restaurants",520,4.19455,Katie's Meat and Three,36.1643251362,-86.7796141528,10 Arcade,37203.0,"['service', 'catfish', 'sides', 'chicken', 'fish']","['fried chicken', 'price', 'owner', 'meat', 'muffin']"
11284,260,iCKF72z3fqRTF1vxdBZINQ,"American (Traditional), Food, American (New), Bars, Restaurants, Nightlife, Beer, Wine & Spirits",1816,5.003838661710037,Village Pub & Beer Garden,36.2043436,-86.7247994,1308 McGavock Pike,37216.0,"['food', 'staff', 'beer', 'place', 'service']","['mule drink', 'kitchen', 'parking', 'meatloaf sandwich', 'smoking part']"
11553,37,XdcWCEhxUtBcSyn-DiidPw,"Restaurants, Pizza, Sandwiches, Chicken Wings",1354,2.2498386363636365,Domino's Pizza,36.149509,-86.8595764,5631 Charlotte Pike,37209.0,"['location', 'service', 'staff', 'pizza toppings', 'cheese']","['dominoes', 'wait', 'mgr', 'pizza', 'manager']"
11597,13,g2l_SUXnpATBiRBQC1NB1A,"Ethiopian, Restaurants",1736,5.249499999999999,Abay Ethiopian Restaurant,36.0894731,-86.733,3792 Nolensville Pike,37211.0,"['food', 'service', 'prices', 'servings', 'sauces']","['servers', 'place', 'ethiopian', 'dish', 'salad']"
11611,126,DuPRwh_pNsp4LkbICuF3Ig,"Event Planning & Services, Restaurants, American (New), Hotels, Hotels & Travel",603,3.857663492063492,Hilton Garden Inn Nashville Vanderbilt,36.1521699178,-86.7949049082,1715 Broadway,37203.0,"['staff', 'location', 'hotel', 'food', 'rooms']","['rate', 'reservations', 'clerk', 'walls', 'shower']"
11737,7,kPLnhyH2JtpTGQLYEOewiA,"Personal Chefs, Food, American (New), Caterers, Event Planning & Services, Pop-Up Restaurants, Restaurants, Food Trucks",1903,5.927971428571429,Two Goats,36.1530043,-86.843325,4611 Alabama Ave,37206.0,"['short rib banh mi', 'sandwich', 'herbs', 'dishes', 'corvina ceviche with tostones']","['bananas foster bread pudding', 'rabbit pate', 'pickled veggies', 'jalapeno sauce', 'menu']"
11744,41,25g42U7hBsDPF5RTpZ24mw,"Desserts, Sushi Bars, American (Traditional), Seafood, Restaurants, Food, Breakfast & Brunch",121,5.440534146341464,The River House,36.1591102716,-86.7752844956,313 Demonbreun St,37201.0,"['food', 'service', 'atmosphere', 'staff', 'drinks']","['price', 'table', 'menu', 'food quality', 'cocktail selection']"
11785,421,dYYkzkiAQoOtRjdR0kcspw,"Breweries, Venues & Event Spaces, Beer Bar, Food, Pubs, Tours, Nightlife, Restaurants, Event Planning & Services, Hotels & Travel, Bars, Beer Tours, Arts & Entertainment, American (Traditional), Gastropubs, Music Venues, American (New)",1639,5.23800623556582,Tennessee Brew Works,36.1504112236,-86.7759260162,809 Ewing Ave,37203.0,"['beer', 'food', 'place', 'beers', 'service']","['5 beer burger', 'live band', 'lot', 'cocktails', '"" hotdog']"
12218,1725,Zx7n8mdt8OzLRXVzolXNhQ,"American (New), Restaurants, American (Traditional), Food, Breakfast & Brunch, Coffee & Tea, Pizza",1450,4.845264906303237,Milk and Honey Nashville,36.1547024,-86.7845414,214 11th Ave S,37203.0,"['food', 'service', 'atmosphere', 'place', 'staff']","['bathrooms', 'lines', 'waiting', 'wait', 'line']"
13979,129,ql9pGsVnj0ZWAsHxO0myaQ,"American (Traditional), American (New), Soul Food, Restaurants, Southern, Comfort Food",2118,4.776605263157895,H & T's Homecooking,36.0878881,-86.6483203,2264 Murfreesboro Pike,37217.0,"['food', 'staff', 'service', 'meat', 'portions']","['servers', 'mac n cheese', 'cheese sauce', 'seasoning', 'restaurant']"
14112,378,ypXuDmnnPxnfP8a0qLsiEg,"Chicken Wings, Restaurants, Sports Bars, Breakfast & Brunch, Burgers, Bars, Beer Bar, Nightlife, Pubs",2463,4.043575,M.L.Rose Craft Beer & Burgers - Sylvan Park,36.152474,-86.840534,4408 Charlotte Ave,37209.0,"['food', 'atmosphere', 'burgers', 'burger', 'beer']","['sound', 'tea', 'blonde girl', 'servers', 'music']"
14504,16,JhrvtLpCEQcYrZLbb6CZGw,"Sandwiches, Coffee & Tea, Salad, Pizza, Desserts, American (New), Restaurants, Food",832,4.7654,Frist Art Museum Cafe,36.157609,-86.7838239,919 Broadway,37203.0,"['food', 'cafe', 'grilled portobello sandwich', 'sweet potato salad', 'sesame ginger and honey mustard dressing']","['chicken salad on greens', 'flavor', 'atmosphere', 'deck', 'vietnamese sandwich']"
14521,532,hYonVJe6xzVBHHT2FLo4zg,"Restaurants, Caterers, Italian, Hot Dogs, Pizza, Event Planning & Services, Sandwiches",1791,4.287652813067151,312 Pizza Company,36.177051,-86.787824,371 Monroe St,37208.0,"['pizza', 'food', 'service', 'atmosphere', 'staff']","['hostess', 'wings', 'wait staff', 'wait', 'management']"
15072,8,1AMdlp3799xhKsEvce9_aA,"Chicken Shop, Restaurants",81,4.614475,Helen’s Hot Chicken,36.1461402,-86.7993771,416 21st Ave S,37203.0,"['food', 'price', 'people', 'spicy chicken sandwich', 'chicken']","['spicy chicken sandwich', 'chicken', 'lines', 'staff', 'cat fish']"
15080,19,pAVL6huhX8C9tAgaOpNPzQ,"Restaurants, Mexican",2061,4.971489473684211,Chismes Cafe,36.0853838675,-86.730393968,3921 Nolensville Pike,37211.0,"['food', 'tortillas', 'portions', 'service', 'pineapple drink']","['tamales', 'churros', 'tacos tortillas', 'lengua', 'beef tongue']"
15099,21,NpIHuh0tMIZ-6EDmmwHvZA,"Restaurants, Fast Food, Hot Dogs, Burgers",989,1.777738095238095,Wendy's,36.079261,-86.951694,7642 Highway 70 South,37221.0,"['customer service', 'spicy chicken sandwich', 'onions', 'burgers', 'location']","['employees', 'ubereats', 'manager', 'people', 'lady']"
15120,1114,oQ5CPRt0R3AzFvcjNOqB1w,"Barbeque, Restaurants, Dive Bars, Cocktail Bars, Southern, Nightlife, Bars",2047,4.810262038664323,Edley's Bar-B-Que - 12 South,36.1229732,-86.7897823,2706 12th Ave S,37204.0,"['food', 'bbq', 'atmosphere', 'brisket', 'service']","['girl', 'corn', 'quality', 'corn bread', 'line']"
16258,31,95P1mG-AyDA7rjOmttL84w,"Restaurants, Pop-Up Restaurants, Wine Bars, Bars, Nightlife",421,5.5362,Setsun,36.1772003,-86.7497832,105 S 11th St,37206.0,"['food', 'service', 'wine', 'place', 'wine list']","['meal', 'dessert', 'bulgogi dish', 'wine selection', 'waitress']"
16291,9,FkoKdgcEPcL2z102J6yEAg,"Pizza, Sandwiches, Chicken Wings, Restaurants, Food, Desserts",683,3.3134444444444444,Castrillo's Pizza of Donelson,36.1695342,-86.6757895,2543 Lebanon Pk,37214.0,"['food', 'dough', '3 cheese blend', 'toppings', 'wings']","['staff', 'delivery person', 'pizza', 'crust', 'overcooked cheese pizza']"
16300,308,EDjEVzmoQVHzboFqC-M6Ew,"Food, Tex-Mex, Restaurants, Mexican, Breakfast & Brunch",620,3.8978195652173913,Local Taco,36.1408887,-86.8403587,4501 Murphy Rd,37209.0,"['food', 'atmosphere', 'queso', 'tacos', 'margaritas']","['dining area', 'meats', 'shrimp and fish tacos', 'server', 'parking']"
16622,8,e3UoWkjs3RuHSntfGK9R1Q,"Mexican, Restaurants",1659,4.620044444444444,El Taco Jalisco,36.0934701142,-86.6531600431,2111 Murfreesboro Pike,37217.0,"['service', 'mexican food', 'taco jalisco', 'fish tacos', 'atmosphere']","['corn', 'cheese', 'quesadillas', 'shredded chicken with', 'chicken']"
16631,109,94Kq5YyU6C8cwgdh4_ozjw,"Musicians, Soul Food, Restaurants, Event Planning & Services, Bars, Comfort Food, Barbeque, Southern, Nightlife",420,3.2357463636363635,Johnny Cash’s Bar & BBQ,36.1607831939,-86.7755797145,121 3rd Ave S,37201.0,"['live music', 'music', 'band', 'service', 'atmosphere']","['mayo', 'fries', 'fried chicken', 'ham', 'eggs']"
16741,46,4PfDVXUiHTslBmKpp1Ckiw,"Breakfast & Brunch, Restaurants",212,1.945408695652174,Shoney's Restaurant,36.2178423,-86.6940374,2645 McGavock Pike,37214.0,"['service', 'waitress', 'server', 'salad bar', 'veggies']","['servers', 'floors', 'management', 'food', 'manager']"
16787,39,88CBVHYANgrKdP6Ns9ILlw,"Breakfast & Brunch, Desserts, Bakeries, Caribbean, Restaurants, Cafes, Food",370,5.360407692307692,The Cafe DbyD,36.1042798,-86.8159443,"4009 Hillsboro Pike, Ste 212",37067.0,"['food', 'service', 'place', 'chicken curry', 'location']","['meal', 'staffing', 'chef', 'oxtails', 'brown stew sauce']"
16826,151,aIflpZXlmofFGelTlqgGEQ,"Chinese, Indian, Restaurants, Asian Fusion, Cocktail Bars, Nightlife, Bars",1514,4.695752201257862,Inchin's Bamboo Garden,36.1528532568,-86.7959881743,1800 West End Ave,37203.0,"['food', 'service', 'staff', 'place', 'ambience']","['lamb', 'soups', 'flavor', 'portion', 'price']"
16985,23,uzjR6SIeNZUxSvya4SsKKQ,"Restaurants, Food Stands",2289,1.4427625,Provence Bread,36.128014051,-86.6693707106,1 Terminal Dr,37214.0,"['quality of food', 'pastry', 'beverage', 'panini', 'artichoke pesto grilled cheese']","['pastries', 'prices', 'employees', 'location', 'salad']"
17009,66,1SQdqp3oEtDe4aQ1fGNJ5g,"Venues & Event Spaces, Event Planning & Services, Shopping, Public Markets, Restaurants, Food Court",97,4.782404477611941,Assembly Food Hall,36.1605472562,-86.7796375777,5055 Broadway Place,37203.0,"['food', 'place', 'live music', 'location', 'atmosphere']","['rooftop', 'storage', 'line', 'garlic nan', 'security']"
17076,8,G_nOnJ17sTeyfco2oyG25w,"Somali, Restaurants, Middle Eastern",721,5.6450375,Ramadan Restaurant,36.1271913797,-86.7131924711,1041 Murfreesboro Pike,37217.0,"['food', 'service', 'staff', 'fish', 'portions']","['server', 'lunch', 'waiting', 'rice', 'lemonade']"
17084,578,wzE61ThXOdrSegvwSOzf5w,"Southern, Breakfast & Brunch, Restaurants",2395,4.805433103448276,Biscuit Love: Hillsboro Village,36.1367494339,-86.7997314667,2001 Belcourt Ave,37212.0,"['food', 'service', 'bonuts', 'staff', 'biscuits']","['patio', 'cup', 'sausage', 'price', 'line']"
17664,6,hmzx6ymJcM_kErCHCGhxxg,"Restaurants, Burgers, Fast Food",1796,1.6641333333333332,Burger King,36.0855815467,-86.6486375034,2305 Murfreesboro Pike,37217.0,"['staff', 'coupon', ""croissan ' wich meal"", 'food', 'service']","['food', 'service', 'manager', 'line', 'nuggets']"
17670,12,DOYbaX8DdHVEcxbG2Bt3Bw,"Fast Food, Chicken Wings, Chicken Shop, Restaurants",585,0.689975,KFC,36.2273161494,-86.759173896,3035 Dickerson Rd,37207.0,"['girl', 'cheetos lovers meal', 'pop corn chicken', 'sauce', 'hot wings']","['guy', 'attitude', 'doors', 'food', 'chicken']"
17682,90,5cpiSREZioyiHVHXJ9WRqA,"Restaurants, Japanese, Sushi Bars",269,4.29956195652174,Sam's Sushi Bar,36.1640086619,-86.7784373214,200 4th Ave N,37219.0,"['sushi', 'prices', 'portions', 'food', 'fish']","['parking', 'wait', 'place', 'sushi chef', 'owner']"
17774,61,uy_x3_mSkzcjod2fM1ZdRw,"Restaurants, Creperies, Food, Beer Gardens, Coffee & Tea, Nightlife",2286,4.233373015873016,The Red Bicycle,36.1563420825,-86.8485208452,712 51st Ave N,37209.0,"['staff', 'coffee', 'service', 'food', 'crepes']","['chicken', 'fries', 'bathrooms', 'staff person', 'parking lot']"
17837,421,euu_JA0YFf63f75uaVSyng,"Tapas Bars, Breakfast & Brunch, Restaurants, American (New), Tapas/Small Plates",1685,5.166205787037037,Americano - Freestyle Tapas Bar,36.153487,-86.795904,1720 W End Ave,37203.0,"['food', 'service', 'tapas', 'atmosphere', 'staff']","['rice', 'shrimps', 'mushrooms', 'steak', 'sauce']"
18269,112,rG0UTjvbmVVsh9-kGzeliQ,"Food, Bakeries, Restaurants, Cafes",2137,4.745474782608696,City Limits Bakery & Cafe,36.0641919,-86.9393868,361 Clofton Dr,37221.0,"['food', 'place', 'sandwiches', 'service', 'coffee']","['counter', 'owner', 'iced coffees', 'cinnamon rolls', 'blueberry muffin']"
18384,26,xB2NmS0JG1Vgy7dK2ftcwQ,"Arts & Entertainment, Music Venues, Fast Food, Tacos, Nightlife, Mexican, Restaurants",2402,2.6358346153846157,Taco Bell Cantina,36.1627241773,-86.776014,131 2nd Ave N,37201.0,"['atmosphere', 'tequila', 'drinks', 'lady behind the counter', 'workers']","['employees', 'chicken quesadilla', 'cheese', 'space', 'line']"
18410,109,gmimhqv4vrG7_LYadxFYZA,"Restaurants, Mexican",1765,5.323911711711712,Carniceria Y Taqueria Don Juan,36.1097371,-86.7440339,2910 Nolensville Pike,37211.0,"['tacos', 'food', 'green sauce', 'price', 'prices']","['dish', 'drive', 'chips', 'cup of salsa', 'salsa']"
18521,665,v_AbyvMdKUi_ac4A8nkG-A,"Nightlife, Restaurants, Southern, American (Traditional), Beer Bar, Bars",2321,4.220993393393393,Jason Aldean's Kitchen + Rooftop Bar,36.1614919146,-86.7759911536,307 Broadway St,37201.0,"['food', 'service', 'atmosphere', 'bar', 'music']","['prices', 'employees', 'bouncers', 'management', 'bathroom']"
19187,9,iWE3yZIfQunl1nXevPZrhA,"Restaurants, Bars, Nightlife, Mexican",1834,3.018,El Camino's Taco Lounge,36.153001,-86.790669,1528 Demonbreun St,37203.0,"['margarita', 'decor', 'food', 'waitress', 'steak']","['salsa', 'flavor', 'queso', 'taco shells', 'margaritas']"
19196,460,kdJMzQCyG9X07lEgTWWveQ,"Restaurants, Cafes, Diners, Breakfast & Brunch, Burgers",1905,4.850512446351932,Sun Diner,36.1612202348,-86.7758725821,105 3rd Ave S,37201.0,"['food', 'service', 'breakfast', 'atmosphere', 'staff']","['door', 'egg tacos', 'doors', 'hours', 'breakfast menu']"
19662,73,UvBSMmsmtT4RABoKy2ZJeQ,"Nightlife, Japanese, Burgers, American (Traditional), Restaurants, Sushi Bars, Bars",1252,3.981067123287672,Lucky Belly,36.1365804,-86.8025863,2119 Belcourt Ave,37212.0,"['food', 'sushi', 'burgers', 'burger', 'sushi rolls']","['miso soup', 'beet and bean burgers', 'menu', 'prices', 'entrees']"
19735,23,RVqj00jeAxTtopbgRSbsmQ,"Restaurants, American (New)",1120,2.9003782608695654,Old Hickory Grill - Sheraton Music City,36.144496,-86.682805,777 McGavock Pike,37214.0,"['service', 'beer', 'place', 'waitress', 'bbq pulled pork sliders']","['sweet potato fries', 'portion', 'taste', 'waiters', 'food']"
19758,19,FuU2rBUeztCZp8SUNtHcNA,"Restaurants, Dominican, Latin American, Caribbean",690,4.740082608695652,La Cocina Dominicana,36.07306,-86.7245444,4407 Nolensville Pike,37211.0,"['food', 'dominican food', 'place', 'staff', 'tripe soup']","['atmosphere', 'special', 'plantains', 'waitress', 'meat']"
19781,78,jwGGsDKKOsrLjncBtDnHtw,"Hookah Bars, Nightlife, Bars, Mediterranean, Middle Eastern, Restaurants",1888,4.082872151898735,Aladdin's Hookah Lounge and Bar,36.1513873,-86.8042209,2206 Elliston Pl,37203.0,"['hookah', 'place', 'food', 'atmosphere', 'service']","['guy', 'hookah lounge', 'coal guy', 'table', 'flavor']"
